dataset,resource,column,field
tree-preservation-order,7315d937dcef7d3b9028d71e0ce6cd9b0277e36cb2b69783e1b215a955ce20db,Location,address-text
tree-preservation-order,7315d937dcef7d3b9028d71e0ce6cd9b0277e36cb2b69783e1b215a955ce20db,TPO,reference
tree-preservation-order,8f35e0a7bbca0daeda982d6f39aac0afa7b0fae1bf9419c53a5d279f450ad7b3,LEGISLATION,legislation
tree-preservation-order,8f35e0a7bbca0daeda982d6f39aac0afa7b0fae1bf9419c53a5d279f450ad7b3,ORDER_MADE,start-date
tree-preservation-order,8f35e0a7bbca0daeda982d6f39aac0afa7b0fae1bf9419c53a5d279f450ad7b3,TPO_NO,reference
tree-preservation-order,a993375ec694f798bbfacff2a8553141a537436d017c6f30e161c6c4b55b5292,LEGISLATION,legislation
tree-preservation-order,a993375ec694f798bbfacff2a8553141a537436d017c6f30e161c6c4b55b5292,ORDER_MADE,start-date
tree-preservation-order,a993375ec694f798bbfacff2a8553141a537436d017c6f30e161c6c4b55b5292,TPO_NO,reference
tree-preservation-order,cab148c36aaec04f795c14ab88b2bba4b1d713578d17dab1b5e4d782ee78b705,Location,address-text
tree-preservation-order,cab148c36aaec04f795c14ab88b2bba4b1d713578d17dab1b5e4d782ee78b705,Made_date,start-date
tree-preservation-order,cab148c36aaec04f795c14ab88b2bba4b1d713578d17dab1b5e4d782ee78b705,Species,tree-species-list
tree-preservation-order,cab148c36aaec04f795c14ab88b2bba4b1d713578d17dab1b5e4d782ee78b705,TPO_docume,document-url
tree-preservation-order,cab148c36aaec04f795c14ab88b2bba4b1d713578d17dab1b5e4d782ee78b705,TPO_number,reference
tree-preservation-order,cab148c36aaec04f795c14ab88b2bba4b1d713578d17dab1b5e4d782ee78b705,TPO_type,tree-preservation-type
tree-preservation-order,cab148c36aaec04f795c14ab88b2bba4b1d713578d17dab1b5e4d782ee78b705,Varied_dat,entry-date
tree-preservation-order,eb5dbbbc4aed2ec190375d15f06b772559d336b94ba776aa3ddd3c042efa34f8,Description,notes
tree-preservation-order,eb5dbbbc4aed2ec190375d15f06b772559d336b94ba776aa3ddd3c042efa34f8,Location,address-text
tree-preservation-order,eb5dbbbc4aed2ec190375d15f06b772559d336b94ba776aa3ddd3c042efa34f8,TPO,reference
tree-preservation-order,f9c98a7bb2fe99b4fffb86a5d8f4d840119f6fa72c7b2876ed5dac7d78fa39bf,Location,address-text
tree-preservation-order,f9c98a7bb2fe99b4fffb86a5d8f4d840119f6fa72c7b2876ed5dac7d78fa39bf,Made_date,start-date
tree-preservation-order,f9c98a7bb2fe99b4fffb86a5d8f4d840119f6fa72c7b2876ed5dac7d78fa39bf,Species,tree-species-list
tree-preservation-order,f9c98a7bb2fe99b4fffb86a5d8f4d840119f6fa72c7b2876ed5dac7d78fa39bf,TPO_docume,document-url
tree-preservation-order,f9c98a7bb2fe99b4fffb86a5d8f4d840119f6fa72c7b2876ed5dac7d78fa39bf,TPO_number,reference
tree-preservation-order,f9c98a7bb2fe99b4fffb86a5d8f4d840119f6fa72c7b2876ed5dac7d78fa39bf,TPO_type,tree-preservation-type
tree-preservation-order,f9c98a7bb2fe99b4fffb86a5d8f4d840119f6fa72c7b2876ed5dac7d78fa39bf,Varied_dat,entry-date
tree-preservation-order,f74669bf0c4f1f2687cb1ef8c272f108cb0cc0fbb81c192f0e92e7bf55adf9e5,tporef,reference
tree-preservation-order,f74669bf0c4f1f2687cb1ef8c272f108cb0cc0fbb81c192f0e92e7bf55adf9e5,tponame,name
tree-preservation-order,f74669bf0c4f1f2687cb1ef8c272f108cb0cc0fbb81c192f0e92e7bf55adf9e5,location,address-text
tree-preservation-order,f74669bf0c4f1f2687cb1ef8c272f108cb0cc0fbb81c192f0e92e7bf55adf9e5,served,start-date
tree-preservation-order,0c035f369a58fefe56046a87edf4f9429ae7c95aefc6a8decf0e4d85cda5ab0c,tporef,reference
tree-preservation-order,0c035f369a58fefe56046a87edf4f9429ae7c95aefc6a8decf0e4d85cda5ab0c,tponame,name
tree-preservation-order,0c035f369a58fefe56046a87edf4f9429ae7c95aefc6a8decf0e4d85cda5ab0c,location,address-text
tree-preservation-order,0c035f369a58fefe56046a87edf4f9429ae7c95aefc6a8decf0e4d85cda5ab0c,served,start-date
tree-preservation-order,3e20b3653f51f3c3ec57a9d39bb9463553df9bf0308f9319785b87ef1116f09e,name,IGNORE
tree-preservation-order,3e20b3653f51f3c3ec57a9d39bb9463553df9bf0308f9319785b87ef1116f09e,description,IGNORE
tree-preservation-order,3e20b3653f51f3c3ec57a9d39bb9463553df9bf0308f9319785b87ef1116f09e,GIS_REF,reference
tree-preservation-order,3e20b3653f51f3c3ec57a9d39bb9463553df9bf0308f9319785b87ef1116f09e,ADDRESS,address-text
tree-preservation-order,3e20b3653f51f3c3ec57a9d39bb9463553df9bf0308f9319785b87ef1116f09e,DATE185,start-date
tree,,wkt,point
tree,8d817f2adcad6032d0b901e19c57c3577aac4b530b2ca45733be164a3d833f33,ADDRESS,address-text
tree,8d817f2adcad6032d0b901e19c57c3577aac4b530b2ca45733be164a3d833f33,DATEREM,end-date
tree,8d817f2adcad6032d0b901e19c57c3577aac4b530b2ca45733be164a3d833f33,DATE_CREAT,start-date
tree,8d817f2adcad6032d0b901e19c57c3577aac4b530b2ca45733be164a3d833f33,DATE_MODIF,entry-date
tree,8d817f2adcad6032d0b901e19c57c3577aac4b530b2ca45733be164a3d833f33,DESCRIPT,name
tree,8d817f2adcad6032d0b901e19c57c3577aac4b530b2ca45733be164a3d833f33,KEYVAL,reference
tree,8d817f2adcad6032d0b901e19c57c3577aac4b530b2ca45733be164a3d833f33,REFVAL,tree-preservation-order
tree,8d817f2adcad6032d0b901e19c57c3577aac4b530b2ca45733be164a3d833f33,ADDRESS,address-text
tree,8d817f2adcad6032d0b901e19c57c3577aac4b530b2ca45733be164a3d833f33,DATEREM,end-date
tree,8d817f2adcad6032d0b901e19c57c3577aac4b530b2ca45733be164a3d833f33,DATE_CREAT,start-date
tree,8d817f2adcad6032d0b901e19c57c3577aac4b530b2ca45733be164a3d833f33,DATE_MODIF,entry-date
tree,8d817f2adcad6032d0b901e19c57c3577aac4b530b2ca45733be164a3d833f33,DESCRIPT,name
tree,8d817f2adcad6032d0b901e19c57c3577aac4b530b2ca45733be164a3d833f33,KEYVAL,reference
tree,8d817f2adcad6032d0b901e19c57c3577aac4b530b2ca45733be164a3d833f33,REFVAL,tree-preservation-order
tree,a993375ec694f798bbfacff2a8553141a537436d017c6f30e161c6c4b55b5292,ADDRESS,address-text
tree,a993375ec694f798bbfacff2a8553141a537436d017c6f30e161c6c4b55b5292,CODE,reference
tree,a993375ec694f798bbfacff2a8553141a537436d017c6f30e161c6c4b55b5292,SPEC_NAME,tree-species
tree,a993375ec694f798bbfacff2a8553141a537436d017c6f30e161c6c4b55b5292,TPO_NO,tree-preservation-order
tree,a993375ec694f798bbfacff2a8553141a537436d017c6f30e161c6c4b55b5292,TREE_NO,tree-preservation-order-tree
tree,a993375ec694f798bbfacff2a8553141a537436d017c6f30e161c6c4b55b5292,UPRN_1,address
tree,8f35e0a7bbca0daeda982d6f39aac0afa7b0fae1bf9419c53a5d279f450ad7b3,ADDRESS,address-text
tree,8f35e0a7bbca0daeda982d6f39aac0afa7b0fae1bf9419c53a5d279f450ad7b3,CODE,reference
tree,8f35e0a7bbca0daeda982d6f39aac0afa7b0fae1bf9419c53a5d279f450ad7b3,SPEC_NAME,tree-species
tree,8f35e0a7bbca0daeda982d6f39aac0afa7b0fae1bf9419c53a5d279f450ad7b3,TPO_NO,tree-preservation-order
tree,8f35e0a7bbca0daeda982d6f39aac0afa7b0fae1bf9419c53a5d279f450ad7b3,TREE_NO,tree-preservation-order-tree
tree,8f35e0a7bbca0daeda982d6f39aac0afa7b0fae1bf9419c53a5d279f450ad7b3,UPRN_1,address
tree,a993375ec694f798bbfacff2a8553141a537436d017c6f30e161c6c4b55b5292,ADDRESS,address-text
tree,a993375ec694f798bbfacff2a8553141a537436d017c6f30e161c6c4b55b5292,CODE,reference
tree,a993375ec694f798bbfacff2a8553141a537436d017c6f30e161c6c4b55b5292,SPEC_NAME,tree-species
tree,a993375ec694f798bbfacff2a8553141a537436d017c6f30e161c6c4b55b5292,TPO_NO,tree-preservation-order
tree,a993375ec694f798bbfacff2a8553141a537436d017c6f30e161c6c4b55b5292,TREE_NO,tree-preservation-order-tree
tree,a993375ec694f798bbfacff2a8553141a537436d017c6f30e161c6c4b55b5292,UPRN_1,address
tree,f74669bf0c4f1f2687cb1ef8c272f108cb0cc0fbb81c192f0e92e7bf55adf9e5,tporef,tree-preservation-order
tree,f74669bf0c4f1f2687cb1ef8c272f108cb0cc0fbb81c192f0e92e7bf55adf9e5,tpotreeref,reference
tree,f74669bf0c4f1f2687cb1ef8c272f108cb0cc0fbb81c192f0e92e7bf55adf9e5,treeref,name
tree,f74669bf0c4f1f2687cb1ef8c272f108cb0cc0fbb81c192f0e92e7bf55adf9e5,served,start-date
tree,f74669bf0c4f1f2687cb1ef8c272f108cb0cc0fbb81c192f0e92e7bf55adf9e5,treedesc,description
tree-preservation-zone,,wkt,geometry
tree-preservation-zone,06b04d580c663b3be92b052f51c54f773cd1e10907fa34fee26e21f79f5fd146,address,address
tree-preservation-zone,06b04d580c663b3be92b052f51c54f773cd1e10907fa34fee26e21f79f5fd146,objectid_1,reference
tree-preservation-zone,06b04d580c663b3be92b052f51c54f773cd1e10907fa34fee26e21f79f5fd146,status,tree-preservation-type
tree-preservation-zone,10a1d54078c8dddf5a75e745bc78ec0febe6d8b074043814d580897188068230,location,name
tree-preservation-zone,10a1d54078c8dddf5a75e745bc78ec0febe6d8b074043814d580897188068230,tpo,tree-preservation-order
tree-preservation-zone,1d5747fd6e5354e3fddece413f9367c1b33548d386dd8b6cec953b9773c54442,address,address
tree-preservation-zone,1d5747fd6e5354e3fddece413f9367c1b33548d386dd8b6cec953b9773c54442,status,tree-preservation-type
tree-preservation-zone,20ab1d84c669217e70328f90d2379c75c59a3889945bfba4941090021ab2214f,location,name
tree-preservation-zone,20ab1d84c669217e70328f90d2379c75c59a3889945bfba4941090021ab2214f,made_date,start-date
tree-preservation-zone,20ab1d84c669217e70328f90d2379c75c59a3889945bfba4941090021ab2214f,species,tree-species-list
tree-preservation-zone,20ab1d84c669217e70328f90d2379c75c59a3889945bfba4941090021ab2214f,tpo_number,tree-preservation-order
tree-preservation-zone,20ab1d84c669217e70328f90d2379c75c59a3889945bfba4941090021ab2214f,tpo_type,tree-preservation-type
tree-preservation-zone,20ab1d84c669217e70328f90d2379c75c59a3889945bfba4941090021ab2214f,varied_dat,entry-date
tree-preservation-zone,2c8acd4d9e2920fb257b14ebcfb42344dea71e76572966f47f95641e0984fabe,location,name
tree-preservation-zone,2c8acd4d9e2920fb257b14ebcfb42344dea71e76572966f47f95641e0984fabe,made_date,start-date
tree-preservation-zone,2c8acd4d9e2920fb257b14ebcfb42344dea71e76572966f47f95641e0984fabe,species,tree-species-list
tree-preservation-zone,2c8acd4d9e2920fb257b14ebcfb42344dea71e76572966f47f95641e0984fabe,tpo_number,tree-preservation-order
tree-preservation-zone,2c8acd4d9e2920fb257b14ebcfb42344dea71e76572966f47f95641e0984fabe,tpo_type,tree-preservation-type
tree-preservation-zone,2c8acd4d9e2920fb257b14ebcfb42344dea71e76572966f47f95641e0984fabe,varied_dat,entry-date
tree-preservation-zone,565ccd7f93f479428b2164f3e02e49a454f47721bf418b1a153ac19049ec05ea,location,name
tree-preservation-zone,565ccd7f93f479428b2164f3e02e49a454f47721bf418b1a153ac19049ec05ea,tpo,tree-preservation-order
tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,KEYVAL,reference
tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,ORDERREF,tree-preservation-order
tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,ORDERYEAR,start-date
tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,TREETYPE,notes
tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,KEYVAL,reference
tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,ORDERREF,tree-preservation-order
tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,ORDERYEAR,start-date
tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,TREETYPE,notes
tree-preservation-zone,7315d937dcef7d3b9028d71e0ce6cd9b0277e36cb2b69783e1b215a955ce20db,location,name
tree-preservation-zone,7315d937dcef7d3b9028d71e0ce6cd9b0277e36cb2b69783e1b215a955ce20db,tpo,tree-preservation-order
tree-preservation-zone,e522866c34e87141363d2f8c2e94f0b20c34d1c02dd0e097fa2ad58616b7a003,DATE_OF_OR,start-date
tree-preservation-zone,e522866c34e87141363d2f8c2e94f0b20c34d1c02dd0e097fa2ad58616b7a003,DETAILS_OF,notes
tree-preservation-zone,e522866c34e87141363d2f8c2e94f0b20c34d1c02dd0e097fa2ad58616b7a003,EXPIRY_DAT,end-date
tree-preservation-zone,e522866c34e87141363d2f8c2e94f0b20c34d1c02dd0e097fa2ad58616b7a003,INT_ID,reference
tree-preservation-zone,e522866c34e87141363d2f8c2e94f0b20c34d1c02dd0e097fa2ad58616b7a003,ORDER_NO,tree-preservation-order
tree-preservation-zone,b2a456b6735fb44e4ec7b86f1dd662802a3b123d29accc057149c24ebdbdfe09,OBJECTID,reference
tree-preservation-zone,b2a456b6735fb44e4ec7b86f1dd662802a3b123d29accc057149c24ebdbdfe09,species_1_name,tree-species-list
tree-preservation-zone,b2a456b6735fb44e4ec7b86f1dd662802a3b123d29accc057149c24ebdbdfe09,tpo_number,tree-preservation-order
tree-preservation-zone,b2a456b6735fb44e4ec7b86f1dd662802a3b123d29accc057149c24ebdbdfe09,uprn,address
tree-preservation-zone,c19e8dee488573aa4ab475e43148e74693720098fa05fef6be7298ef1caa3f6a,address,address
tree-preservation-zone,c19e8dee488573aa4ab475e43148e74693720098fa05fef6be7298ef1caa3f6a,status,tree-preservation-type
tree-preservation-zone,cab148c36aaec04f795c14ab88b2bba4b1d713578d17dab1b5e4d782ee78b705,location,name
tree-preservation-zone,cab148c36aaec04f795c14ab88b2bba4b1d713578d17dab1b5e4d782ee78b705,made_date,start-date
tree-preservation-zone,cab148c36aaec04f795c14ab88b2bba4b1d713578d17dab1b5e4d782ee78b705,species,tree-species-list
tree-preservation-zone,cab148c36aaec04f795c14ab88b2bba4b1d713578d17dab1b5e4d782ee78b705,tpo_number,tree-preservation-order
tree-preservation-zone,cab148c36aaec04f795c14ab88b2bba4b1d713578d17dab1b5e4d782ee78b705,tpo_type,tree-preservation-type
tree-preservation-zone,cab148c36aaec04f795c14ab88b2bba4b1d713578d17dab1b5e4d782ee78b705,varied_dat,entry-date
tree-preservation-zone,e6f0a43ad172c74d2ae597caf4841ec41c27bee586b0cc3fc91a11b75506ae50,OBJECTID,reference
tree-preservation-zone,e6f0a43ad172c74d2ae597caf4841ec41c27bee586b0cc3fc91a11b75506ae50,species_1_name,tree-species-list
tree-preservation-zone,e6f0a43ad172c74d2ae597caf4841ec41c27bee586b0cc3fc91a11b75506ae50,tpo_number,tree-preservation-order
tree-preservation-zone,e6f0a43ad172c74d2ae597caf4841ec41c27bee586b0cc3fc91a11b75506ae50,uprn,address
tree-preservation-zone,eb5dbbbc4aed2ec190375d15f06b772559d336b94ba776aa3ddd3c042efa34f8,location,name
tree-preservation-zone,eb5dbbbc4aed2ec190375d15f06b772559d336b94ba776aa3ddd3c042efa34f8,tpo,tree-preservation-order
tree-preservation-zone,1b8671192d76b217bfdd8c23ca25cdac6e3ba3b2e924dd9aad8d2495f5cbc89d,ADDRESS,address-text
tree-preservation-zone,1b8671192d76b217bfdd8c23ca25cdac6e3ba3b2e924dd9aad8d2495f5cbc89d,DATE_CREAT,start-date
tree-preservation-zone,1b8671192d76b217bfdd8c23ca25cdac6e3ba3b2e924dd9aad8d2495f5cbc89d,DATE_MODIF,entry-date
tree-preservation-zone,1b8671192d76b217bfdd8c23ca25cdac6e3ba3b2e924dd9aad8d2495f5cbc89d,DESCRIPT,name
tree-preservation-zone,1b8671192d76b217bfdd8c23ca25cdac6e3ba3b2e924dd9aad8d2495f5cbc89d,KEYVAL,reference
tree-preservation-zone,1b8671192d76b217bfdd8c23ca25cdac6e3ba3b2e924dd9aad8d2495f5cbc89d,REFVAL,tree-preservation-order
tree-preservation-zone,0c035f369a58fefe56046a87edf4f9429ae7c95aefc6a8decf0e4d85cda5ab0c,location,name
tree-preservation-zone,0c035f369a58fefe56046a87edf4f9429ae7c95aefc6a8decf0e4d85cda5ab0c,made_date,start-date
tree-preservation-zone,0c035f369a58fefe56046a87edf4f9429ae7c95aefc6a8decf0e4d85cda5ab0c,species,tree-species-list
tree-preservation-zone,0c035f369a58fefe56046a87edf4f9429ae7c95aefc6a8decf0e4d85cda5ab0c,tpotreeref,reference
tree-preservation-zone,0c035f369a58fefe56046a87edf4f9429ae7c95aefc6a8decf0e4d85cda5ab0c,tporef,tree-preservation-order
tree-preservation-zone,0c035f369a58fefe56046a87edf4f9429ae7c95aefc6a8decf0e4d85cda5ab0c,tpo_type,tree-preservation-type
tree-preservation-zone,0c035f369a58fefe56046a87edf4f9429ae7c95aefc6a8decf0e4d85cda5ab0c,varied_dat,entry-date
tree-preservation-zone,3e20b3653f51f3c3ec57a9d39bb9463553df9bf0308f9319785b87ef1116f09e,GIS_REF,reference
tree-preservation-zone,3e20b3653f51f3c3ec57a9d39bb9463553df9bf0308f9319785b87ef1116f09e,name,IGNORE
tree-preservation-zone,3e20b3653f51f3c3ec57a9d39bb9463553df9bf0308f9319785b87ef1116f09e,description,IGNORE
tree-preservation-zone,3e20b3653f51f3c3ec57a9d39bb9463553df9bf0308f9319785b87ef1116f09e,ADDRESS,address-text
tree-preservation-zone,3e20b3653f51f3c3ec57a9d39bb9463553df9bf0308f9319785b87ef1116f09e,DATE185,start-date
tree-preservation-zone,3e20b3653f51f3c3ec57a9d39bb9463553df9bf0308f9319785b87ef1116f09e,SPECIES,tree-species-list
tree-preservation-zone,c33b6a9e91363959c5feaad7fccc5e1c50f72c949d728713fd48c48dd9335df8,DESCRIPT,name
tree-preservation-zone,c33b6a9e91363959c5feaad7fccc5e1c50f72c949d728713fd48c48dd9335df8,Type,tree-preservation-type
tree-preservation-zone,c33b6a9e91363959c5feaad7fccc5e1c50f72c949d728713fd48c48dd9335df8,Comment,notes
tree-preservation-zone,c33b6a9e91363959c5feaad7fccc5e1c50f72c949d728713fd48c48dd9335df8,ADDRESS,address-text
tree-preservation-zone,c33b6a9e91363959c5feaad7fccc5e1c50f72c949d728713fd48c48dd9335df8,Species,tree-species-list
tree,1409cd22efe9d2e0d74cfbfa5acfa9b11830dfec156336686c15ec3022854c9f,DESCRIPT,name
tree,1409cd22efe9d2e0d74cfbfa5acfa9b11830dfec156336686c15ec3022854c9f,Comment,notes
tree,1409cd22efe9d2e0d74cfbfa5acfa9b11830dfec156336686c15ec3022854c9f,ADDRESS,address-text
tree,1409cd22efe9d2e0d74cfbfa5acfa9b11830dfec156336686c15ec3022854c9f,Species,tree-species
